item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
d73635b6349ee127778fb9fbdcaf5c69,nexabot-clone-buddy,namestyle,claude-sonnet-5,2,Cannot tell,"Contains 'clone' plus fanciful 'nexabot', purpose unclear per rules",1547,49,0.003584,2026-09-13T08:06:02Z
4532086c666e1219b0cb376d1609747d,kami-scribe-web,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Scribe' evokes writing metaphorically; 'kami' and 'web' add flavor, not plain function.",1544,77,0.003858,2026-09-13T08:06:06Z
89ae4192164c51b32cfa5f89127d3a67,[owner]m_portfolio,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'portfolio' plainly names the software's purpose/artefact,1546,53,0.003622,2026-09-13T08:06:07Z
8bebe05701b723563bf8ca96cca8f949,bar-stock-shine,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),"'bar-stock' names domain, 'shine' suggests polishing/maintenance of inventory",1544,64,0.003728,2026-09-13T08:06:10Z
b63413ccc4f982f3169c821fadd75786,ai-sphere-dash,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'ai-sphere' evokes AI domain metaphorically, 'dash' hints dashboard, needs imagination",1545,79,0.003880,2026-09-13T08:06:12Z
d6c271eb6b5ac740645bc7c8923d8e30,windsurf,namestyle,claude-sonnet-5,2,Cannot tell,"Real word 'windsurf', purpose unknown from name alone",1540,39,0.003470,2026-09-13T08:06:14Z
62f8ddcbcc1fdcd7390a85da3abdf4af,baridi-exam-preparation,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'exam-preparation' plainly names the software's function.,1546,49,0.003582,2026-09-13T08:06:16Z
52c3a39403ebde2f70e4d6ccee6bb615,elife-reg-app-4905,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),"'reg' expands to registration, 'app' names the software category",1546,51,0.003602,2026-09-13T08:06:18Z
1c505867e6ee598669fccf127b89bece,elevate-jobs-hub,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'jobs-hub' plainly names a jobs platform; 'elevate' is decorative.,1546,62,0.003712,2026-09-13T08:06:20Z
a2e3d6b02dfd083525971f554f583829,ar-condicionado,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),"'Ar-condicionado' means air conditioning, plainly naming the domain.",1543,58,0.003666,2026-09-13T08:06:22Z
0156dd313e199412f48e926a19b93ebe,gdgsynergic,namestyle,claude-sonnet-5,2,Cannot tell,Acronym-like fragment 'gdgsynergic' with unclear meaning or purpose,1543,49,0.003576,2026-09-13T08:06:24Z
826ce0bf4c0f306f160d031ac31cc6b3,questopiar,namestyle,claude-sonnet-5,2,Fanciful (an invented word: 'vibescudo'),Coined blend of 'quest' and 'utopia' with no clear dictionary meaning,1540,61,0.003690,2026-09-13T08:06:28Z
578e52c38ac72a68042d7f0a10e7f7a2,gen-a-vision,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'gen' (generate) and 'vision' (visual images) name the function directly,1575,57,0.003720,2026-09-13T08:06:29Z
72458d083a6537c4754f7fa204d25981,openfrontier,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Frontier' evokes exploration metaphorically, no plain function word present",1541,65,0.003732,2026-09-13T08:06:31Z
83303658b6f18d9b16da1635fffa0600,rihlatul-hudah-hub,namestyle,claude-sonnet-5,2,Cannot tell,"Foreign phrase 'rihlatul-hudah' meaning unclear, only 'hub' generic",1548,53,0.003626,2026-09-13T08:06:33Z
d2dbfa4a52359f0ef3d135fe01c6d168,fabri-korea-connect-global,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'Connect' and 'global' plainly name function of linking Korea/fabric to global audience,1547,62,0.003714,2026-09-13T08:06:35Z
187312a78dc6ac1a67ff7d5a9da0bc4e,koora-live-now,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),"'Koora' means football, 'live' and 'now' describe live streaming.",1553,56,0.003666,2026-09-13T08:06:37Z
48b7ecde89717cb5fb9c332199f2fa48,meetwise-seascapes,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'meetwise' plus evocative 'seascapes' hints purpose metaphorically, no plain function word",1545,75,0.003840,2026-09-13T08:06:39Z
a171aefb142eda06c744b43e0d9056a8,skiwix-launchpad,namestyle,claude-sonnet-5,2,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'launchpad' evokes starting/launching, metaphorical hint not plain function word",1545,68,0.003770,2026-09-13T08:06:42Z
6015cf2f8b080309d2c7abed89c7d7c4,modelai-hub,namestyle,claude-sonnet-5,2,Descriptive (says what it does: 'habit-tracker'),'model' and 'hub' plainly name AI model repository function,1542,52,0.003604,2026-09-13T08:06:43Z
ee199c59a5b3acbfe9f3e4ddc3ec60f0,catho,namestyle,claude-sonnet-5,2,Cannot tell,"Single fragment word, unclear meaning or relation to purpose",1538,39,0.003466,2026-09-13T08:06:45Z
