repo_id,repo_slug,cell,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
a1d007895239e2f8837e40ccc78716f9,[owner].github.io,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Generic hosting path, redacted owner, no descriptive words about function",21,41,0.000452,2026-09-13T08:38:32Z
268ff027d77359c4a5b7fb8263d23954,trading-journal,Planning and productivity,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'trading-journal' plainly names its function: recording trades.,12,51,0.000534,2026-09-13T08:38:32Z
7614ef410278033e532eb8849f5bd9c6,geo-snap-pro,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'geo' and 'snap' describe location-based photo capture function, 'pro' is filler.",15,62,0.000650,2026-09-13T08:38:32Z
47a15c90f2ed1341334377b0fb88051d,loanberry,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Loan' suggests finance, 'berry' is playful branding, needs imagination",11,68,0.000702,2026-09-13T08:38:33Z
0d7608514fcaa7ea479611e8d8d02b88,urutal-front,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"'urutal' unclear meaning; 'front' generic frontend suffix, purpose unknown",12,50,0.000524,2026-09-13T08:38:33Z
c2e26fdab56385023774acf2a8f1f973,med-secure-mind,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'med' and 'secure' name domain and function; medication security focus,14,53,0.000558,2026-09-13T08:38:34Z
0a681234f31fcf173c51d2f2473ebc4f,pennyetracker-06-782c704f,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'tracker' is a plain function word naming the software's purpose.,20,52,0.000560,2026-09-13T08:38:34Z
e4e9724c013968429afda81b18b373e9,serviplus-evolve,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Servi' hints at service, 'plus' and 'evolve' suggest improvement, no plain function word",15,75,0.000780,2026-09-13T08:38:35Z
0c37f1e7c87e8e1d838a5976f40fa1fa,basementwaterremovalvailco,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'basement water removal' plainly names the service; location word beside it,46,52,0.000612,2026-09-13T08:38:35Z
2d16aa28b43a29548acb906743380ad6,roflof-animated-luxury,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"'roflof' is unclear fragment; 'animated-luxury' vague, no plain function word",17,49,0.000524,2026-09-13T08:38:35Z
06df939d4beda82217c6d2260af5b642,cam-vision-watch,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'cam', 'vision', 'watch' plainly name camera monitoring/surveillance function",15,63,0.000660,2026-09-13T08:38:36Z
cab174a529f8ffdc4ecc233031ac0703,authencom-platform-main,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Authencom' blends 'authentication/authentic' and 'communication', wordplay hinting at purpose.",15,76,0.000790,2026-09-13T08:38:36Z
cda19f3de4a36ebd56fd98973dba8cae,artisan-threads,Creative and media,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"Artisan and threads evoke crafted clothing metaphorically, no plain function word",13,68,0.000706,2026-09-13T08:38:37Z
e2e54d373dba56e1c71eb29a0e6706ad,beleza-agora-online-57,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Beleza agora online' translates to beauty booking now online, describing service",17,56,0.000594,2026-09-13T08:38:38Z
5f09e0a8a1c47359f91561094d39441a,jambo-auto-care,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'auto-care' plainly names the service: car maintenance/care.,15,53,0.000560,2026-09-13T08:38:38Z
aae0f3f455256943c9adf91f3eb88729,businesscard-templates,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'businesscard' and 'templates' plainly name the product category and function,14,54,0.000568,2026-09-13T08:38:38Z
299f53165cd34224bc65e0b5ea275ca4,docu-assist-main,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'docu' (document) and 'assist' plainly name function; document assistance.,14,56,0.000588,2026-09-13T08:38:39Z
574a7205c0e902e92a1a9ec5d43e07d7,tech-news-daily,News and information,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'tech-news' names content, 'daily' names frequency, clearly descriptive",14,59,0.000618,2026-09-13T08:38:39Z
edb32e031bc7fbd5c7c4277c803efc3f,tech-founder-showcase,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Showcase' plainly names function; 'tech-founder' names audience/domain.,16,59,0.000622,2026-09-13T08:38:40Z
11321bd1ecc6fd31623dceaba5d1ae5d,story-spark-excel-flow,Creative and media,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'story', 'spark' evocative wordplay; 'excel' brand, 'flow' connective, no plain function word",17,78,0.000814,2026-09-13T08:38:40Z
20bcd959f7f67eda8a42a37a053d1d68,design-to-angular-spark,Creative and media,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'design-to-angular' names conversion function and target framework directly,16,53,0.000562,2026-09-13T08:38:40Z
af2e4dd1ab93985f62bfa1fb85e902e2,trust-skill-connect,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Skill' and 'connect' name function/domain; connective word paired with named audience/domain.,15,62,0.000650,2026-09-13T08:38:41Z
cbf9b30c2cdf5f512942da406f79c756,iksweb,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment 'iksweb' unclear meaning, purpose unknown",11,43,0.000452,2026-09-13T08:38:42Z
2b82e3e3c6f66d4ca095d4b2ff00163d,bh-bh-687e4999,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment and hash-like name, no readable function word or meaning",17,39,0.000424,2026-09-13T08:38:42Z
d9951e2f80f954cfdf6c7dc72a7c8b31,botkit-chat-assistant,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'chat-assistant' plainly names the software's function,17,49,0.000524,2026-09-13T08:38:42Z
efd59412494915c2ff12b46414efe35c,generator-loto-649,Utilities and converters,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'generator' names function, 'loto-649' names the lottery domain",14,54,0.000568,2026-09-13T08:38:43Z
e7d758f0a548546a6f914e5d63a4a7a6,houston-build-hub,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'build' and 'hub' name the function; 'houston' is decorative place name.,14,57,0.000598,2026-09-13T08:38:43Z
1140b267d6002b01b7731401f777c2a8,signal-wise-observer,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),'Signal' and 'observer' evoke monitoring purpose but not explicit function.,15,68,0.000710,2026-09-13T08:38:43Z
5c77c49d2cfb20bf231d86b5b2608da4,app-hub-central-27e5ce06,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'hub' plainly names a central application aggregation function,20,49,0.000530,2026-09-13T08:38:44Z
9b0dd5e7f68b46e44d978c55782c4501,manor-tea-website,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'website' is a plain function word describing the software's nature,14,49,0.000518,2026-09-13T08:38:45Z
3b793d28c4600bfa65730d29c8613e8a,gestion,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"'Gestion' just means management, purpose unspecified",10,36,0.000380,2026-09-13T08:38:45Z
21e609e2f4643ee2023878a06af13fd7,public-health-page-spark,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'public-health-page' plainly names the site's domain and content,15,51,0.000540,2026-09-13T08:38:46Z
6868ae779777f03ad0f59a0262a90553,smarthabit,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'habit' names the function domain plainly, 'smart' is decorative modifier.",12,58,0.000604,2026-09-13T08:38:46Z
70b90752de653d2f9a0de2630fe2f892,accountsv3,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'accounts' plainly names financial account function; version suffix ignored.,12,54,0.000564,2026-09-13T08:38:47Z
205adc873e79f65f922be59718e226e9,manegement-oceano-azul-18,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"'Blue ocean management' is generic phrase-like, unclear specific purpose or domain",19,48,0.000518,2026-09-13T08:38:47Z
ec7444f27c76983dbf0307b9ff055217,resource-ai,AI and chatbots,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'resource' and 'ai' plainly describe an AI resource tool,12,55,0.000574,2026-09-13T08:38:47Z
3a604f92c4f6c846583ec1124eb9138d,sweet-dashboard-pro,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Dashboard' is a plain function word describing the software type.,47,51,0.000604,2026-09-13T08:38:48Z
d84331971e9bc21d61aaccc2ab42c8cb,topuniversityterritian,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Unclear fused fragment, unreadable name, no clear function word.",15,40,0.000430,2026-09-13T08:38:48Z
8b0eb86ac6fe6da97330fb51c809ed6c,future-flow-insights,Trackers and dashboards,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Flow' and 'future' are evocative, 'insights' hints without naming exact function",14,69,0.000718,2026-09-13T08:38:49Z
fbfb0ebc56fbd4cfe040c3e23b200f35,bruh-check-in-buddy,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'check-in' and 'buddy' plainly name a check-in companion function,18,56,0.000596,2026-09-13T08:38:49Z
141f5db4d8387bac295a45b9b12e6324,recipe_finder_web_application,Food and drink,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'recipe finder web application' plainly states its function,17,48,0.000514,2026-09-13T08:38:50Z
13b84e36af484333e1411c72d5edc0f3,brise-smart-control,Creative and media,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'smart-control' plainly names the software's control function,14,48,0.000508,2026-09-13T08:38:50Z
074597c3ba59c99e42463aebfddba44a,aqua-wise-quest,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"Wise and quest evoke a metaphorical journey, no plain function word present",16,65,0.000682,2026-09-13T08:38:50Z
3366c97a7757eef0ae5f131580cc2996,portifolio[owner],Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Portifolio' plainly names a portfolio website, describing its function.",15,55,0.000580,2026-09-13T08:38:51Z
10616722baef0e5b9c35a1ca54e960b3,real-estate-clone,Property and home,namestyle,claude-sonnet-5,3,Cannot tell,'Clone' names are excluded regardless of domain word present,14,37,0.000398,2026-09-13T08:38:51Z
e26654401c87e805a441a63f6b24e20d,hnoahcuts,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Fragment/name run together, unclear meaning or purpose",14,38,0.000408,2026-09-13T08:38:52Z
7a20054ad81f781e0478394a6fbf8f01,coalition-design-craft,Creative and media,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Design' and 'craft' plainly name design/craft function of the project.,15,55,0.000580,2026-09-13T08:38:53Z
d31939eba7a5f5cb50a363dc4b399957,ownapipannel,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'own api panel' names the function directly: a panel for managing APIs,13,54,0.000566,2026-09-13T08:38:53Z
fdf5ddf52d258afa6d77e44abf6e7825,resume-fit-check-ai,Business and clients,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'resume', 'fit-check', and 'ai' plainly name the software's function",17,58,0.000614,2026-09-13T08:38:53Z
11da5ff6f2daf9b11aa058b91a968e56,ai-human-impact,AI and chatbots,namestyle,claude-sonnet-5,3,Cannot tell,"Vague phrase, no clear function word naming a specific software purpose",14,40,0.000428,2026-09-13T08:38:53Z
4ab341bd1596800b2a11d7ec524b7ee5,elite-engineer-portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'portfolio' plainly names the artefact type being showcased,18,52,0.000556,2026-09-13T08:38:54Z
e28874d546640b4bbd0b6abbc204285c,vision-canvas-main,Creative and media,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Vision' and 'canvas' evoke imagery/creation metaphorically, no plain function word",15,73,0.000760,2026-09-13T08:38:55Z
22771239ceab5cd8b9d6e5f332733d7b,dentaxy-seed-your-smart-practice,Creative and media,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Dentaxy' hints dental; 'practice' plainly names dental practice software.,23,60,0.000646,2026-09-13T08:38:55Z
1a1c8d2b78f0f090c8c1b0b20bcefc9c,thor,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Real word 'thor', purpose unknown, no descriptive elements.",9,41,0.000428,2026-09-13T08:38:55Z
9cdd314ff50a9478609354767582113d,cigaty,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Cigaty appears to be an invented brand word, unclear meaning",27,41,0.000464,2026-09-13T08:38:56Z
0ca0ed4252145e9bc51013eddd4e8d1a,ethereum-wrapped-insights,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Insights' names function; 'ethereum' names domain; wrapped is decorative.,19,60,0.000638,2026-09-13T08:38:56Z
de2c12e75613657b59ab0f48cb75cd25,khan-zeb-legacy,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Personal name plus 'legacy', purpose unclear from name alone",17,41,0.000444,2026-09-13T08:38:57Z
8cf89e0c15d48b21471e4fc339dbfa2d,stars,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Real word 'stars' with no known relation to software function,9,35,0.000368,2026-09-13T08:38:57Z
20624095e00371601339367e9279d8bf,delight-supply-chain-insights,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),Words 'supply-chain-insights' plainly name the software's domain and function.,18,57,0.000606,2026-09-13T08:38:58Z
2900d3e05b18080cc098f7e7caa3c27a,entrepedia-4,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'Entre' (entrepreneur) plus 'pedia' (encyclopedia) suggests business knowledge base, needs imagination.",14,85,0.000878,2026-09-13T08:38:58Z
0c58bd981c7bbbdeb132f8f0ead51eca,thrive-gym-guide,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'gym' and 'guide' plainly name the domain and function.,16,52,0.000552,2026-09-13T08:38:58Z
4388141600f7b286172e266776b52b1d,rkyc,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,Acronym-like fragment with no clear meaning or function word.,11,38,0.000402,2026-09-13T08:38:59Z
2b1af2d5662efd99c110139f4efa27a3,pro-portalsync,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'portal' and 'sync' plainly describe syncing a portal system,14,55,0.000578,2026-09-13T08:39:00Z
ba5d4d9ae82201285c58f0c8ca7db8ec,portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,"Generic (names the thing itself: 'tracker', 'shop')","Name is just 'portfolio', the common word for the thing itself.",11,55,0.000572,2026-09-13T08:39:00Z
52c54a01a6f52a652ee0d59316346171,ptl-website-722ab6ad,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'website' plainly names the artefact; hash is ignored fragment.,19,54,0.000578,2026-09-13T08:39:01Z
95844811479a72100796f533c04e22c2,razor-reports-pro,Trackers and dashboards,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'reports' names the function; 'razor' and 'pro' are decorative additions.,15,58,0.000610,2026-09-13T08:39:01Z
3cac97018880cdc8dabca8de6d281cca,chandu-portfolio,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'Portfolio' plainly names the artefact, beside a personal name.",32,55,0.000614,2026-09-13T08:39:01Z
04c8909e3ac6324b149fab0938c28427,cidade-inteligente-landing-page,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Landing-page' names the artefact; 'cidade-inteligente' (smart city) names domain.,20,66,0.000700,2026-09-13T08:39:01Z
cc9e1b5e8a20fe5fbc3bcacc66f7a885,etnlearncrypto,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'learn' and 'crypto' plainly name educational cryptocurrency function,15,58,0.000610,2026-09-13T08:39:03Z
61f4b27f5c36f36afba4dce612c9e1eb,genius-lesson-maker,Learning and study,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'lesson-maker' plainly names the function; 'genius' is decorative.,16,57,0.000602,2026-09-13T08:39:03Z
33e94b1616623e54c2fa33573d093c9e,hris_dashboard,Business and clients,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'dashboard' names the software artefact; HRIS names the domain.,14,54,0.000568,2026-09-13T08:39:03Z
00e983ccc9b84bb682391a988643e98e,anailton,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Anailton appears to be a personal name, unrelated to detection function",31,40,0.000462,2026-09-13T08:39:03Z
490db60931d5b10d3dabb8b45d27579c,image-scribe-automaton,Creative and media,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'scribe' is metaphorical for writing/generating, hints at image-generation purpose",16,69,0.000722,2026-09-13T08:39:05Z
fa20148213e15378db74ab7c088781dd,custom-cardapio,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),"'cardapio' means menu, a plain function word for the software.",14,51,0.000538,2026-09-13T08:39:05Z
de0c457b9b0a525a12cd937631ee2253,littons,Unclassified,namestyle,claude-sonnet-5,3,Cannot tell,"Single unclear word, no known meaning or function indicated",9,36,0.000378,2026-09-13T08:39:05Z
4825daf60b888a980841940884aa58cf,warm-hearts-space,Unclassified,namestyle,claude-sonnet-5,3,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),Metaphorical 'warm-hearts' and vague 'space' evoke purpose without stating function.,15,73,0.000760,2026-09-13T08:39:05Z
09dfb5aa0a115cc1a7e4d7b5ccd383ab,paulo-bascope-portfolio-showcase-main,Site and portfolio,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'Portfolio' and 'showcase' are plain function words naming purpose.,25,57,0.000620,2026-09-13T08:39:06Z
d5116d3f4a47f099f5b8aace9a5236b3,trans-and-mental-health,Health and fitness,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),Names audience 'trans' and domain 'mental health' plainly,16,54,0.000572,2026-09-13T08:39:06Z
386349fbcf12f60fc381543ff378eb6c,flip-emotion-cards,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),Names artefact 'cards' and action 'flip' plus 'emotion' domain,16,60,0.000632,2026-09-13T08:39:07Z
13ace7757b47afedd6a89e42fcc56324,alphaville-guide-hub,Unclassified,namestyle,claude-sonnet-5,3,Descriptive (says what it does: 'habit-tracker'),'guide' and 'hub' are plain function words naming the service type,17,53,0.000564,2026-09-13T08:39:07Z
