item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
cbfc7ac564b0e87b1dec4adacb44b41f,app_gestao_de_obras,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","""Gestão de obras"" means construction project management, a business function",1243,50,0.002986,2026-09-13T08:17:36Z
81f100c50685d08f2532b90c84a581d2,flexi_new,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic name gives no evidence of business, community, or personal-use context.",1238,43,0.002906,2026-09-13T08:17:38Z
97b9106423263818487fecdd528cb9bb,plumbersnorwalkct,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",Names a plumbing business/trade in Norwalk CT,1243,49,0.002976,2026-09-13T08:17:41Z
5e3558f81368f72012665461580489f4,metric-mind-flow,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic name, no business or community words present",1241,33,0.002812,2026-09-13T08:17:42Z
8a8729afd9135f336bc56021e91650f4,f2p-dashboard-the-real-one,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic dashboard name, no business, client, or community indicated",1247,41,0.002904,2026-09-13T08:17:44Z
bfe99fc89d79a1eb758d68d256a7efc4,bv-public-frontend-,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic technical name, no business, community, or personal-use indicator present.",1242,43,0.002914,2026-09-13T08:17:46Z
52b8c2b722d0ce9d18f549d17e2068b2,geosentinel-safety-ai,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, community, or personal-use indicator; ambiguous safety AI project name.",1244,47,0.002958,2026-09-13T08:17:48Z
6744a4921d11f805d6b0e02c111a2314,aura,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic wellness/personal-use app name, no business or community indicated",1235,43,0.002900,2026-09-13T08:17:50Z
2b09c7be4006bf1666179d9daf7b85ff,vision-sentinel-system,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic tech name, no business, community, or personal-use indication present.",1242,42,0.002904,2026-09-13T08:17:52Z
ad0c9d24a8e4f35331f87ef8d888d897,dollyparton,audience,claude-sonnet-5,3,Cannot tell from the name,"Just a name reference, no business or community indicated",1238,36,0.002836,2026-09-13T08:17:54Z
